text,sentiment
everything i usually watch is pending,neutral
pains,negative
forgot the montel quote and it was a good one,neutral
why am i still away at cos i dont have school tomorrow thats why,neutral
i appreciate,positive
i just spent minutes at the book store i only bought one book,neutral
as charming for his sisters as it is for the other female guests im sure,positive
super excited,positive
dreading work tomorrow wish i had one more day off,neutral
sorry,negative
lacey is alright though quite a few gashes and she keeps her tail between her legs,neutral
kazim kazim i didnt know that name,neutral
flash is being tonight,negative
yea us and max poor trivun,neutral
im away from the comp ill be back later,neutral
enjoy,positive
suivez moi follow me everybody,neutral
wow been away a whilestupid lap top is in the shopstill hope everyone is well,neutral
welcome found her yesterday by accident,neutral
what are you doing here i thought you were back at work today,neutral
goodluck,positive
weird,negative
sitting at the chevy dealership in utah waiting for the van to be fixed,neutral
thanks,positive
is there going to be a newbrunswick canada drive lol i live far far away,neutral
fun,positive
help,negative
favorite,positive
band practice,neutral
lov,positive
and guess what ive got wow its impossible,negative
upgraded,neutral
didnt put any treats on my food,negative
i love to jazzercise with mrs underwood i wish she was my chaperone,positive
bummer,negative
same as its bs i tell you ah well better attempt some,neutral
cold and rainy,neutral
yep they sang your song,neutral
happy,positive
i can givee you anything but lovee daniel schuhmacher,neutral
sad,negative
enjoy,positive
i have a headache,negative
wish i didnt have to work today,neutral
not in the fun way,negative
i really dont want to send it over this siteits kinds private,neutral
hanging with the cousin,neutral
i tried that pincode and it says it is expired you only just put it up,neutral
encourage,positive
good,positive
is george still mending the car,neutral
hhaa yo u hve me in tearsits all fault he said u cancelled so i thought,neutral
my finger hurts,negative
why does zero have to have thomas in it,neutral
wonderful trip read all twilight novels completely all consuming and engrossing kinda sad to be done,neutral
yes sir see her,neutral
carter it says the video is private and wont let me watch,neutral
cant did i forget to say that hahaha i wouldnt be able to get home,neutral
bore,negative
ly shade loving native wildflowers,positive
wish,positive
i lost followers was it something i said i swear i am not into freeballing ugg that is the last time i mention that thing,neutral
false hope,negative
so great to hear from u again today u r the best,positive
in pillow heaven,positive
lol,positive
maybe just a good coffee same dilemma tho,neutral
the whole twitter silence ex,negative
hey nice pic,positive
awkward flashing,negative
yeah,neutral
yes you really should,positive
i am leaving soon for kansas city to take some of my stuff only days of living in carthage left,neutral
searching for wavy hairstyle,neutral
no luck in,negative
disconnected,negative
cant go to,negative
aww poor little girl on britains got talent,negative
thks,positive
im so thankful,positive
lalalaland why am i liking that song so much anyhoo grr i have a cold but thank goodness though the sore throat has gone,neutral
sadly,negative
bleeds,negative
happy mothers day mom love you always,positive
a loong journey completed todayso thankful,positive
screams,negative
lol i can imagine you doing that ken said to let you know he agreed with a gazillion percent of what was being said,neutral
off to work again mercedezs last day,neutral
lovely,positive
yessir yessir three cheeks full,neutral
stuck,negative
what did you dohaha just wash your feet and go to bedmommas boy,neutral
failed,negative
wish,positive
went swimming with the fam for over hours were a little toasty,neutral
excited to see the girls today its boring at work without you,neutral
s problems,negative
cute,positive
feel hurt in car gonna watch a funny movie someone talk,neutral
nice,positive
y headache,negative
interesting,positive
paving your own road is intelligent only if nobody has gone exactly where you are going come follow me,neutral
i got bit in the face by a doberman when i was four years old i just wanted a kiss my neighbor had about,neutral
hurts,negative
not nice,negative
sb flop a q players check turn i check call bet river brick i check call with trip with k kick he shows,neutral
thank you tiff,positive
y mother nature is making my life miserable,negative
i like already,positive
congratulations lo,positive
great,positive
always good to see you,positive
sorry,negative
i need music suggestions but no one will give them,neutral
traffic suckss,negative
buzz keep making fun of me,positive
i have one fastsmallballbustery question i promise not to weirdherout wthe fact it may be on my visionboard,neutral
beautiful,positive
grounded,negative
nice,positive
s im about ready to visit torchwood,positive
my last tweet didnt send bad phone,neutral
love,positive
thanks unfortunately the eu had probs with his satellite provider so even though his tv looks great its basically useless,neutral
hi simon im new to this too but just thought id tell you jimmy carr has tweeted that you make the star trek movie,neutral
ive already got problems with battery earpiece,negative
need to go to work soonish but i really dont want to also trying to save money life is fab not,neutral
she loves this stuff,positive
i missed,negative
when we got more followers we gonna have a competitionhope you all look forward,positive
i have an even dozen thanks for reminding me i quilt and make lol,neutral
nothing,neutral
bad,negative
good,positive
poor,negative
have you been going to the trop for the last years no more games for you,neutral
looks like they dialed it in a lotpayed attention to all the small but important details in gameplaystill no blood tho,neutral
i love,positive
